MCH Institution Type,MCH Institution Type Name,File Type,Package,Field Name,Fields in Package,Field Description
73,Health Alliance,Institution & Personnel with Email,Base,Physical County,1 Field,The physical county name of the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Website URL,1 Field,URL for website related to the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Prefix,1 Field,The pre-title for the person.
73,Health Alliance,Institution & Personnel with Email,Base,FirstName,1 Field,The first name of the person.
73,Health Alliance,Institution & Personnel with Email,Base,MiddleName,1 Field,The middle name of the person.
73,Health Alliance,Institution & Personnel with Email,Base,LastName,1 Field,The last name of the person.
73,Health Alliance,Institution & Personnel with Email,Base,Suffix,1 Field,The suffix for the person.
73,Health Alliance,Institution & Personnel with Email,Base,DEA Number Available,1 Field,Indicates whether or not a DEA number is available for the provider.
73,Health Alliance,Institution & Personnel with Email,Base,NPI Available Institution,1 Field,Indicates whether or not a National Provider Identifier is available for the organization.
73,Health Alliance,Institution & Personnel with Email,Base,NPI Available Person,1 Field,Indicates whether or not a National Provider Identifier is available for the provider.
73,Health Alliance,Institution & Personnel with Email,Base,Institution New-to-File Date,1 Field,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.
73,Health Alliance,Institution & Personnel with Email,Base,Person New-to-File Date,1 Field,The date the person record was added to the MCH database.
73,Health Alliance,Institution & Personnel with Email,Base,Parent ID,1 Field,Immediate Parent PIN for the institution.
73,Health Alliance,Institution & Personnel with Email,Base,Parent Name,1 Field,The institution name of the immediate parent organization.
73,Health Alliance,Institution & Personnel with Email,Base,Parent Institution Type,1 Field,Institution type for the Parent PIN.
73,Health Alliance,Institution & Personnel with Email,Base,Main Parent ID,1 Field,Institution PIN representing the highest valid PIN in the parent list. Defines the hierarchy for institutions.
73,Health Alliance,Institution & Personnel with Email,Base,Main Parent Name,1 Field,The institution name representing the highest organization in the hierarchy.
73,Health Alliance,Institution & Personnel with Email,Base,Main Parent Institution Type,1 Field,Institution type for the Main Parent PIN.
73,Health Alliance,Institution & Personnel with Email,Base,NAICS Code-Primary,1 Field,The North American Industry Classification System code.
73,Health Alliance,Institution & Personnel with Email,Base,SIC Code-Primary,1 Field,The Standard Industry Classification (SIC) code.
73,Health Alliance,Institution & Personnel with Email,General Properties,Institution Alternate Name,1 Field,The full name of the institution.
73,Health Alliance,Institution & Personnel with Email,General Properties,Institution DBA Name,1 Field,"The ""Doing Business As"" name of the institution. This name should be given priority over other names."
73,Health Alliance,Institution & Personnel with Email,Geo Codes,Geo Precision 1,1 Field,Indicates the level of accuracy of the geo code.
73,Health Alliance,Institution & Personnel with Email,Geo Codes,Latitude,1 Field,"The distance running north or south of the earth's equator, expressed in degrees and minutes."
73,Health Alliance,Institution & Personnel with Email,Geo Codes,Longitude,1 Field,"The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes."
73,Health Alliance,Institution & Personnel with Email,Personnel Properties,Certification Type,1 Field,The type of certification held by the contact person.
73,Health Alliance,Institution & Personnel with Email,Personnel Properties,DEA Expiration Date,1 Field,The date the DEA number is set to expire.
73,Health Alliance,Institution & Personnel with Email,Personnel Properties,DEA Number,1 Field,The DEA number of the provider.
73,Health Alliance,Institution & Personnel with Email,Personnel Properties,Licensed State,1 Field,The state the provider is licensed.
73,Health Alliance,Institution & Personnel with Email,Personnel Properties,Medicare Participation,1 Field,Indicates whether or not the provider participates in Medicare.
73,Health Alliance,Institution & Personnel with Email,Personnel Properties,NPI Number - Person,1 Field,"A unique 10-digit identification number issued to health care providers in the United States by the Centers for Medicare and Medicaid Services (CMS). The National Provider Identifier is a required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
73,Health Alliance,Institution & Personnel with Email,Personnel Properties,Primary Location,1 Field,Indicates whether or not this is the main location where the provider works.
73,Health Alliance,Institution & Personnel with Email,Personnel Properties,Primary Profession,1 Field,Indicates the primary profession of the person.
73,Health Alliance,Institution & Personnel with Email,Personnel Properties,State License Number,1 Field,The state license number of the provider.
73,Health Alliance,Institution & Personnel with Email,Personnel Properties,State License Number Available,1 Field,Indicates whether or not the contact person has a state license number available.
73,Health Alliance,Institution & Personnel with Email,Supplementary Features,NPI Number - Institution,1 Field,"A unique 10-digit identification number issued to health care organizations in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the unique provider identification number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
73,Health Alliance,Institution & Personnel with Email,Supplementary Features,Type of Health Alliance,1 Field,Indicates the type of Health Alliance.
74,Healthcare Laboratory,Institution,Base,Institution ID,1 Field,Institution Permanent Identification Number
74,Healthcare Laboratory,Institution,Base,MCH Institution Type,1 Field,MCH Institution Type
74,Healthcare Laboratory,Institution,Base,Institution Name,1 Field,The name of the institution.
74,Healthcare Laboratory,Institution,Base,Mailing Address,1 Field,The mailing address of the institution.
74,Healthcare Laboratory,Institution,Base,Mailing Address2,1 Field,Additional mailing address information to aid in delivery.
74,Healthcare Laboratory,Institution,Base,Mailing City,1 Field,The mailing city of the institution.
74,Healthcare Laboratory,Institution,Base,Mailing State,1 Field,The mailing state of the institution.
74,Healthcare Laboratory,Institution,Base,Mailing Zip,1 Field,The mailing zip code of the institution.
74,Healthcare Laboratory,Institution,Base,Mailing Zip4,1 Field,The mailing zip + 4 code of the institution.
74,Healthcare Laboratory,Institution,Base,Mailing County FIPS,1 Field,The mailing county FIPS code of the institution.
74,Healthcare Laboratory,Institution,Base,Mailing County,1 Field,The mailing county name of the institution.
74,Healthcare Laboratory,Institution,Base,Phone Number,1 Field,The phone number of the institution.
74,Healthcare Laboratory,Institution,Base,Physical Address,1 Field,The physical address of the institution.
74,Healthcare Laboratory,Institution,Base,Physical Address 2,1 Field,Additional physical address information to aid in location identification.
74,Healthcare Laboratory,Institution,Base,Physical City,1 Field,The physical city of the institution.
