MCH Institution Type,MCH Institution Type Name,Attribute Level,Attribute Type,Attribute Code,Filterable,Attribute Type Description,Attribute Code Description
72,Outpatient Center,Person,Medicare Participation,Unknown,No,Indicates whether or not the provider participates in Medicare.,It is unknown whether the provider participates in the Medicare program.
72,Outpatient Center,Person,Medicare Participation,Yes,Yes,Indicates whether or not the provider participates in Medicare.,The provider participates in the Medicare program.
72,Outpatient Center,Person,NPI Available - Person,No,Yes,Indicates whether or not a National Provider Identifier is available for the provider.,A National Provider Identifier is not available for the provider.
72,Outpatient Center,Person,NPI Available - Person,Yes,Yes,Indicates whether or not a National Provider Identifier is available for the provider.,A National Provider Identifier is available for the provider.
72,Outpatient Center,Person,NPI Number,NPI - Person,Yes,"A unique 10-digit identification number issued to health care providers in the United States by the Centers for Medicare and Medicaid Services (CMS). The National Provider Identifier is a required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers.",The provider's NPI number.
72,Outpatient Center,Person,Person New-to-File Date,Person New-to-File Date,Yes,The date the person record was added to the MCH database.,The date the person record was added to the MCH database.
72,Outpatient Center,Person,Primary Location,No,Yes,Indicates whether or not this is the main location where the provider works.,Indicates this is not the main location the provider works.
72,Outpatient Center,Person,Primary Location,Yes,Yes,Indicates whether or not this is the main location where the provider works.,Indicates this is the main location the provider works.
72,Outpatient Center,Person,Primary Profession,Alternative Medicine,Yes,Indicates the primary profession of the person.,The primary profession of the person is alternative medicine.
72,Outpatient Center,Person,Primary Profession,Audiologist,Yes,Indicates the primary profession of the person.,The primary profession of the person is an audiologist.
72,Outpatient Center,Person,Primary Profession,Chiropractor,Yes,Indicates the primary profession of the person.,The primary profession of the person is a chiropractor.
72,Outpatient Center,Person,Primary Profession,Cosmetologist,Yes,Indicates the primary profession of the person.,The primary profession of the person is in cosmetology.
72,Outpatient Center,Person,Primary Profession,Counselor,Yes,Indicates the primary profession of the person.,The primary profession of the person is a counselor.
72,Outpatient Center,Person,Primary Profession,Dentist,Yes,Indicates the primary profession of the person.,The primary profession of the person is a dentist.
72,Outpatient Center,Person,Primary Profession,Dietician,Yes,Indicates the primary profession of the person.,The primary profession of the person is a dietician / nutritionist.
72,Outpatient Center,Person,Primary Profession,Doctor of Osteopathy,Yes,Indicates the primary profession of the person.,The primary profession of the person is a Doctor of Osteopathy.
72,Outpatient Center,Person,Primary Profession,Healthcare Administrator,Yes,Indicates the primary profession of the person.,The primary profession of the person is a healthcare administrator.
72,Outpatient Center,Person,Primary Profession,Medical Doctor,Yes,Indicates the primary profession of the person.,The primary profession of the person is a medical doctor.
72,Outpatient Center,Person,Primary Profession,Naturopathic Doctor,Yes,Indicates the primary profession of the person.,The primary profession of the person is a naturopathic doctor.
72,Outpatient Center,Person,Primary Profession,Nurse,Yes,Indicates the primary profession of the person.,The primary profession of the person is a nurse.
72,Outpatient Center,Person,Primary Profession,Occupational Therapist,Yes,Indicates the primary profession of the person.,The primary profession of the person is an occupational therapist.
72,Outpatient Center,Person,Primary Profession,Operating or Surgical Assistant,Yes,Indicates the primary profession of the person.,The primary profession of the person is an operating or surgical assistant.
72,Outpatient Center,Person,Primary Profession,Optometrist,Yes,Indicates the primary profession of the person.,The primary profession of the person is an optometrist.
72,Outpatient Center,Person,Primary Profession,Pharmacist,Yes,Indicates the primary profession of the person.,The primary profession of the person is a pharmacist.
72,Outpatient Center,Person,Primary Profession,Physical Therapist,Yes,Indicates the primary profession of the person.,The primary profession of the person is a physical therapist.
72,Outpatient Center,Person,Primary Profession,Physician Assistant,Yes,Indicates the primary profession of the person.,The primary profession of the person is a physician assistant.
72,Outpatient Center,Person,Primary Profession,Podiatrist,Yes,Indicates the primary profession of the person.,The primary profession of the person is a podiatrist.
72,Outpatient Center,Person,Primary Profession,Psychologist,Yes,Indicates the primary profession of the person.,The primary profession of the person is psychologist.
72,Outpatient Center,Person,Primary Profession,Social Worker,Yes,Indicates the primary profession of the person.,The primary profession of the person is a social worker.
72,Outpatient Center,Person,Primary Profession,Technician,Yes,Indicates the primary profession of the person.,The primary profession of the person is a technician/technologist.
72,Outpatient Center,Person,Primary Profession,Veterinarian,Yes,Indicates the primary profession of the person.,The primary profession of the person is a veterinarian.
72,Outpatient Center,Person,State License Number,State License Number,Yes,The state license number of the provider.,The state license number of the provider.
72,Outpatient Center,Person,State License Number Available,No,Yes,Indicates whether or not the contact person has a state license number available.,The provider does not have a state license number available.
72,Outpatient Center,Person,State License Number Available,Yes,Yes,Indicates whether or not the contact person has a state license number available.,The provider has a state license number available.
72,Outpatient Center,Person,State Licensed,State Licensed,No,The state the provider is licensed.,The state the provider is licensed.
73,Health Alliance,Institution,Alt Institution Name,Alt Institution Name,No,The full name of the institution.,The full name of the institution.
